1000;VLA-TEC2_E2_G2_T_EP_C30
1001;VLA-TEC2_E2_G2_T_EQ_C30
1002;VLA-TEC2_E2_G2_T_F_C30
1003;VLA-TEC2_E2_G2_T_VA_C30
1004;VLA-TEC2_E2_G2_T_VB_C30
1005;VLA-TEC2_E2_G2_T_VC_C30
1006;VLA-TEC2_E2_G2_T_IA_C30
1007;VLA-TEC2_E2_G2_T_IB_C30
1008;VLA-TEC2_E2_G2_T_IC_C30
1009;VLA-TEC2_E2_G2_T_VA-B_C30
1010;VLA-TEC2_E2_G2_T_VB-C_C30
1011;VLA-TEC2_E2_G2_T_VC-A_C30
1012;VLA-TEC2_E2_G3_T_EP_C30
1013;VLA-TEC2_E2_G3_T_EQ_C30
1014;VLA-TEC2_E3_G3_T_F_C30
1015;VLA-TEC2_E3_G3_T_VA_C30
1016;VLA-TEC2_E3_G3_T_VB_C30
1017;VLA-TEC2_E3_G3_T_VC_C30
1018;VLA-TEC2_E3_G3_T_IA_C30
1019;VLA-TEC2_E3_G3_T_IB_C30
1020;VLA-TEC2_E3_G3_T_IC_C30
1021;VLA-TEC2_E3_G3_T_VA-B_C30
1022;VLA-TEC2_E3_G3_T_VB-C_C30
1023;VLA-TEC2_E3_G3_T_VC-A_C30
1024;VLA-TEC2_E2_G4_T_EP_C30
1025;VLA-TEC2_E2_G4_T_EQ_C30
1026;VLA-TEC2_E3_G4_T_F_C30
1027;VLA-TEC2_E3_G4_T_VA_C30
1028;VLA-TEC2_E3_G4_T_VB_C30
1029;VLA-TEC2_E3_G4_T_VC_C30
1030;VLA-TEC2_E3_G4_T_IA_C30
1031;VLA-TEC2_E3_G4_T_IB_C30
1032;VLA-TEC2_E3_G4_T_IC_C30
1033;VLA-TEC2_E3_G4_T_VA-B_C30
1034;VLA-TEC2_E3_G4_T_VB-C_C30
1035;VLA-TEC2_E3_G4_T_VC-A_C30
1036;VLA-TEC2_E2_G5_T_EP_C30
1037;VLA-TEC2_E2_G5_T_EQ_C30
1038;VLA-TEC2_E3_G5_T_F_C30
1039;VLA-TEC2_E3_G5_T_VA_C30
1040;VLA-TEC2_E3_G5_T_VB_C30
1041;VLA-TEC2_E3_G5_T_VC_C30
1042;VLA-TEC2_E3_G5_T_IA_C30
1043;VLA-TEC2_E3_G5_T_IB_C30
1044;VLA-TEC2_E3_G5_T_IC_C30
1045;VLA-TEC2_E3_G5_T_VA-B_C30
1046;VLA-TEC2_E3_G5_T_VB-C_C30
1047;VLA-TEC2_E3_G5_T_VC-A_C30
1048;VLA-TEC2_E2_G6_T_EP_C30
1049;VLA-TEC2_E2_G6_T_EQ_C30
1050;VLA-TEC2_E3_G6_T_F_C30
1051;VLA-TEC2_E3_G6_T_VA_C30
1052;VLA-TEC2_E3_G6_T_VB_C30
1053;VLA-TEC2_E3_G6_T_VC_C30
1054;VLA-TEC2_E3_G6_T_IA_C30
1055;VLA-TEC2_E3_G6_T_IB_C30
1056;VLA-TEC2_E3_G6_T_IC_C30
1057;VLA-TEC2_E3_G6_T_VA-B_C30
1058;VLA-TEC2_E3_G6_T_VB-C_C30
1059;VLA-TEC2_E3_G6_T_VC-A_C30
1060;VLA-TEC2_E5_TR2_T_EP_C30
1061;VLA-TEC2_E5_TR2_T_EQ_C30
1062;VLA-TEC2_E5_TR2_T_F_C30
1063;VLA-TEC2_E5_TR2_T_VA_C30
1064;VLA-TEC2_E5_TR2_T_VB_C30
1065;VLA-TEC2_E5_TR2_T_VC_C30
1066;VLA-TEC2_E5_TR2_T_IA_C30
1067;VLA-TEC2_E5_TR2_T_IB_C30
1068;VLA-TEC2_E5_TR2_T_IC_C30
1069;VLA-TEC2_E5_TR2_T_VA-B_C30
1070;VLA-TEC2_E5_TR2_T_VB-C_C30
1071;VLA-TEC2_E5_TR2_T_VC-A_C30
1072;VLA-TEC2_E5_TR3_T_EP_C30
1073;VLA-TEC2_E5_TR3_T_EQ_C30
1074;VLA-TEC2_E5_TR3_T_F_C30
1075;VLA-TEC2_E5_TR3_T_VA_C30
1076;VLA-TEC2_E5_TR3_T_VB_C30
1077;VLA-TEC2_E5_TR3_T_VC_C30
1078;VLA-TEC2_E5_TR3_T_IA_C30
1079;VLA-TEC2_E5_TR3_T_IB_C30
1080;VLA-TEC2_E5_TR3_T_IC_C30
1081;VLA-TEC2_E5_TR3_T_VA-B_C30
1082;VLA-TEC2_E5_TR3_T_VB-C_C30
1083;VLA-TEC2_E5_TR3_T_VC-A_C30
1084;VLA-TEC2_E5_TR30-G3_T_EP_C30
1085;VLA-TEC2_E5_TR30-G3_T_EQ_C30
1086;VLA-TEC2_E5_TR30-G3_T_F_C30
1087;VLA-TEC2_E5_TR30-G3_T_VA_C30
1088;VLA-TEC2_E5_TR30-G3_T_VB_C30
1089;VLA-TEC2_E5_TR30-G3_T_VC_C30
1090;VLA-TEC2_E5_TR30-G3_T_IA_C30
1091;VLA-TEC2_E5_TR30-G3_T_IB_C30
1092;VLA-TEC2_E5_TR30-G3_T_IC_C30
1093;VLA-TEC2_E5_TR30-G3_T_VA-B_C30
1094;VLA-TEC2_E5_TR30-G3_T_VB-C_C30
1095;VLA-TEC2_E5_TR30-G3_T_VC-A_C30
1096;VLA-TEC2_E5_TR4_T_EP_C30
1097;VLA-TEC2_E5_TR4_T_EQ_C30
1098;VLA-TEC2_E5_TR4_T_F_C30
1099;VLA-TEC2_E5_TR4_T_VA_C30
1100;VLA-TEC2_E5_TR4_T_VB_C30
1101;VLA-TEC2_E5_TR4_T_VC_C30
1102;VLA-TEC2_E5_TR4_T_IA_C30
1103;VLA-TEC2_E5_TR4_T_IB_C30
1104;VLA-TEC2_E5_TR4_T_IC_C30
1105;VLA-TEC2_E5_TR4_T_VA-B_C30
1106;VLA-TEC2_E5_TR4_T_VB-C_C30
1107;VLA-TEC2_E5_TR4_T_VC-A_C30
1108;VLA-TEC2_E5_TR30-G4_T_EP_C30
1109;VLA-TEC2_E5_TR30-G4_T_EQ_C30
1110;VLA-TEC2_E5_TR30-G4_T_F_C30
1111;VLA-TEC2_E5_TR30-G4_T_VA_C30
1112;VLA-TEC2_E5_TR30-G4_T_VB_C30
1113;VLA-TEC2_E5_TR30-G4_T_VC_C30
1114;VLA-TEC2_E5_TR30-G4_T_IA_C30
1115;VLA-TEC2_E5_TR30-G4_T_IB_C30
1116;VLA-TEC2_E5_TR30-G4_T_IC_C30
1117;VLA-TEC2_E5_TR30-G4_T_VA-B_C30
1118;VLA-TEC2_E5_TR30-G4_T_VB-C_C30
1119;VLA-TEC2_E5_TR30-G4_T_VC-A_C30
1120;VLA-TEC2_E5_TR5_T_EP_C30
1121;VLA-TEC2_E5_TR5_T_EQ_C30
1122;VLA-TEC2_E5_TR5_T_F_C30
1123;VLA-TEC2_E5_TR5_T_VA_C30
1124;VLA-TEC2_E5_TR5_T_VB_C30
1125;VLA-TEC2_E5_TR5_T_VC_C30
1126;VLA-TEC2_E5_TR5_T_IA_C30
1127;VLA-TEC2_E5_TR5_T_IB_C30
1128;VLA-TEC2_E5_TR5_T_IC_C30
1129;VLA-TEC2_E5_TR5_T_VA-B_C30
1130;VLA-TEC2_E5_TR5_T_VB-C_C30
1131;VLA-TEC2_E5_TR5_T_VC-A_C30
1132;VLA-TEC2_E5_TR70-G5_T_EP_C30
1133;VLA-TEC2_E5_TR70-G5_T_EQ_C30
1134;VLA-TEC2_E5_TR70-G5_T_F_C30
1135;VLA-TEC2_E5_TR70-G5_T_VA_C30
